A,B
./datasets/original/C2_TrainDev/trainA/28598.png,./datasets/original/C2_TrainDev/trainB/28598.png
./datasets/original/C2_TrainDev/trainA/02587.png,./datasets/original/C2_TrainDev/trainB/02587.png
./datasets/original/C2_TrainDev/trainA/39565.png,./datasets/original/C2_TrainDev/trainB/39565.png
./datasets/original/C2_TrainDev/trainA/28663.png,./datasets/original/C2_TrainDev/trainB/28663.png
./datasets/original/C2_TrainDev/trainA/27824.png,./datasets/original/C2_TrainDev/trainB/27824.png
./datasets/original/C2_TrainDev/trainA/24686.png,./datasets/original/C2_TrainDev/trainB/24686.png
./datasets/original/C2_TrainDev/trainA/23809.png,./datasets/original/C2_TrainDev/trainB/23809.png
./datasets/original/C2_TrainDev/trainA/22085.png,./datasets/original/C2_TrainDev/trainB/22085.png
./datasets/original/C2_TrainDev/trainA/08979.png,./datasets/original/C2_TrainDev/trainB/08979.png
./datasets/original/C2_TrainDev/trainA/00201.png,./datasets/original/C2_TrainDev/trainB/00201.png
./datasets/original/C2_TrainDev/trainA/29299.png,./datasets/original/C2_TrainDev/trainB/29299.png
./datasets/original/C2_TrainDev/trainA/42114.png,./datasets/original/C2_TrainDev/trainB/42114.png
./datasets/original/C2_TrainDev/trainA/25715.png,./datasets/original/C2_TrainDev/trainB/25715.png
./datasets/original/C2_TrainDev/trainA/23860.png,./datasets/original/C2_TrainDev/trainB/23860.png
./datasets/original/C2_TrainDev/trainA/44220.png,./datasets/original/C2_TrainDev/trainB/44220.png
./datasets/original/C2_TrainDev/trainA/38911.png,./datasets/original/C2_TrainDev/trainB/38911.png
./datasets/original/C2_TrainDev/trainA/35779.png,./datasets/original/C2_TrainDev/trainB/35779.png
./datasets/original/C2_TrainDev/trainA/06457.png,./datasets/original/C2_TrainDev/trainB/06457.png
./datasets/original/C2_TrainDev/trainA/09490.png,./datasets/original/C2_TrainDev/trainB/09490.png
./datasets/original/C2_TrainDev/trainA/44036.png,./datasets/original/C2_TrainDev/trainB/44036.png
./datasets/original/C2_TrainDev/trainA/48703.png,./datasets/original/C2_TrainDev/trainB/48703.png
./datasets/original/C2_TrainDev/trainA/47395.png,./datasets/original/C2_TrainDev/trainB/47395.png
./datasets/original/C2_TrainDev/trainA/48214.png,./datasets/original/C2_TrainDev/trainB/48214.png
./datasets/original/C2_TrainDev/trainA/47790.png,./datasets/original/C2_TrainDev/trainB/47790.png
./datasets/original/C2_TrainDev/trainA/11524.png,./datasets/original/C2_TrainDev/trainB/11524.png
./datasets/original/C2_TrainDev/trainA/19838.png,./datasets/original/C2_TrainDev/trainB/19838.png
./datasets/original/C2_TrainDev/trainA/42361.png,./datasets/original/C2_TrainDev/trainB/42361.png
./datasets/original/C2_TrainDev/trainA/48684.png,./datasets/original/C2_TrainDev/trainB/48684.png
./datasets/original/C2_TrainDev/trainA/07259.png,./datasets/original/C2_TrainDev/trainB/07259.png
./datasets/original/C2_TrainDev/trainA/06859.png,./datasets/original/C2_TrainDev/trainB/06859.png
./datasets/original/C2_TrainDev/trainA/00848.png,./datasets/original/C2_TrainDev/trainB/00848.png
./datasets/original/C2_TrainDev/trainA/14280.png,./datasets/original/C2_TrainDev/trainB/14280.png
./datasets/original/C2_TrainDev/trainA/29670.png,./datasets/original/C2_TrainDev/trainB/29670.png
./datasets/original/C2_TrainDev/trainA/08959.png,./datasets/original/C2_TrainDev/trainB/08959.png
./datasets/original/C2_TrainDev/trainA/02682.png,./datasets/original/C2_TrainDev/trainB/02682.png
./datasets/original/C2_TrainDev/trainA/04376.png,./datasets/original/C2_TrainDev/trainB/04376.png
./datasets/original/C2_TrainDev/trainA/15127.png,./datasets/original/C2_TrainDev/trainB/15127.png
./datasets/original/C2_TrainDev/trainA/27841.png,./datasets/original/C2_TrainDev/trainB/27841.png
./datasets/original/C2_TrainDev/trainA/49305.png,./datasets/original/C2_TrainDev/trainB/49305.png
./datasets/original/C2_TrainDev/trainA/06885.png,./datasets/original/C2_TrainDev/trainB/06885.png
./datasets/original/C2_TrainDev/trainA/06612.png,./datasets/original/C2_TrainDev/trainB/06612.png
./datasets/original/C2_TrainDev/trainA/37796.png,./datasets/original/C2_TrainDev/trainB/37796.png
./datasets/original/C2_TrainDev/trainA/40281.png,./datasets/original/C2_TrainDev/trainB/40281.png
./datasets/original/C2_TrainDev/trainA/05805.png,./datasets/original/C2_TrainDev/trainB/05805.png
./datasets/original/C2_TrainDev/trainA/03120.png,./datasets/original/C2_TrainDev/trainB/03120.png
./datasets/original/C2_TrainDev/trainA/23930.png,./datasets/original/C2_TrainDev/trainB/23930.png
./datasets/original/C2_TrainDev/trainA/39285.png,./datasets/original/C2_TrainDev/trainB/39285.png
./datasets/original/C2_TrainDev/trainA/16158.png,./datasets/original/C2_TrainDev/trainB/16158.png
./datasets/original/C2_TrainDev/trainA/05078.png,./datasets/original/C2_TrainDev/trainB/05078.png
./datasets/original/C2_TrainDev/trainA/16435.png,./datasets/original/C2_TrainDev/trainB/16435.png
./datasets/original/C2_TrainDev/trainA/42679.png,./datasets/original/C2_TrainDev/trainB/42679.png
./datasets/original/C2_TrainDev/trainA/02114.png,./datasets/original/C2_TrainDev/trainB/02114.png
./datasets/original/C2_TrainDev/trainA/34951.png,./datasets/original/C2_TrainDev/trainB/34951.png
./datasets/original/C2_TrainDev/trainA/06806.png,./datasets/original/C2_TrainDev/trainB/06806.png
./datasets/original/C2_TrainDev/trainA/42184.png,./datasets/original/C2_TrainDev/trainB/42184.png
./datasets/original/C2_TrainDev/trainA/11826.png,./datasets/original/C2_TrainDev/trainB/11826.png
./datasets/original/C2_TrainDev/trainA/16423.png,./datasets/original/C2_TrainDev/trainB/16423.png
./datasets/original/C2_TrainDev/trainA/39345.png,./datasets/original/C2_TrainDev/trainB/39345.png
./datasets/original/C2_TrainDev/trainA/12294.png,./datasets/original/C2_TrainDev/trainB/12294.png
./datasets/original/C2_TrainDev/trainA/17796.png,./datasets/original/C2_TrainDev/trainB/17796.png
./datasets/original/C2_TrainDev/trainA/34747.png,./datasets/original/C2_TrainDev/trainB/34747.png
./datasets/original/C2_TrainDev/trainA/23153.png,./datasets/original/C2_TrainDev/trainB/23153.png
./datasets/original/C2_TrainDev/trainA/44275.png,./datasets/original/C2_TrainDev/trainB/44275.png
./datasets/original/C2_TrainDev/trainA/49312.png,./datasets/original/C2_TrainDev/trainB/49312.png
./datasets/original/C2_TrainDev/trainA/07689.png,./datasets/original/C2_TrainDev/trainB/07689.png
./datasets/original/C2_TrainDev/trainA/09697.png,./datasets/original/C2_TrainDev/trainB/09697.png
./datasets/original/C2_TrainDev/trainA/40437.png,./datasets/original/C2_TrainDev/trainB/40437.png
./datasets/original/C2_TrainDev/trainA/11611.png,./datasets/original/C2_TrainDev/trainB/11611.png
./datasets/original/C2_TrainDev/trainA/31974.png,./datasets/original/C2_TrainDev/trainB/31974.png
./datasets/original/C2_TrainDev/trainA/05056.png,./datasets/original/C2_TrainDev/trainB/05056.png
./datasets/original/C2_TrainDev/trainA/11652.png,./datasets/original/C2_TrainDev/trainB/11652.png
./datasets/original/C2_TrainDev/trainA/45801.png,./datasets/original/C2_TrainDev/trainB/45801.png
./datasets/original/C2_TrainDev/trainA/16761.png,./datasets/original/C2_TrainDev/trainB/16761.png
./datasets/original/C2_TrainDev/trainA/46235.png,./datasets/original/C2_TrainDev/trainB/46235.png
./datasets/original/C2_TrainDev/trainA/05038.png,./datasets/original/C2_TrainDev/trainB/05038.png
./datasets/original/C2_TrainDev/trainA/46342.png,./datasets/original/C2_TrainDev/trainB/46342.png
./datasets/original/C2_TrainDev/trainA/40698.png,./datasets/original/C2_TrainDev/trainB/40698.png
./datasets/original/C2_TrainDev/trainA/10196.png,./datasets/original/C2_TrainDev/trainB/10196.png
./datasets/original/C2_TrainDev/trainA/12524.png,./datasets/original/C2_TrainDev/trainB/12524.png
./datasets/original/C2_TrainDev/trainA/23762.png,./datasets/original/C2_TrainDev/trainB/23762.png
./datasets/original/C2_TrainDev/trainA/39928.png,./datasets/original/C2_TrainDev/trainB/39928.png
./datasets/original/C2_TrainDev/trainA/47247.png,./datasets/original/C2_TrainDev/trainB/47247.png
./datasets/original/C2_TrainDev/trainA/44653.png,./datasets/original/C2_TrainDev/trainB/44653.png
./datasets/original/C2_TrainDev/trainA/13430.png,./datasets/original/C2_TrainDev/trainB/13430.png
./datasets/original/C2_TrainDev/trainA/05965.png,./datasets/original/C2_TrainDev/trainB/05965.png
./datasets/original/C2_TrainDev/trainA/40485.png,./datasets/original/C2_TrainDev/trainB/40485.png
./datasets/original/C2_TrainDev/trainA/37557.png,./datasets/original/C2_TrainDev/trainB/37557.png
./datasets/original/C2_TrainDev/trainA/23978.png,./datasets/original/C2_TrainDev/trainB/23978.png
./datasets/original/C2_TrainDev/trainA/45532.png,./datasets/original/C2_TrainDev/trainB/45532.png
./datasets/original/C2_TrainDev/trainA/20132.png,./datasets/original/C2_TrainDev/trainB/20132.png
./datasets/original/C2_TrainDev/trainA/08347.png,./datasets/original/C2_TrainDev/trainB/08347.png
./datasets/original/C2_TrainDev/trainA/38103.png,./datasets/original/C2_TrainDev/trainB/38103.png
./datasets/original/C2_TrainDev/trainA/42145.png,./datasets/original/C2_TrainDev/trainB/42145.png
./datasets/original/C2_TrainDev/trainA/09609.png,./datasets/original/C2_TrainDev/trainB/09609.png
./datasets/original/C2_TrainDev/trainA/39695.png,./datasets/original/C2_TrainDev/trainB/39695.png
./datasets/original/C2_TrainDev/trainA/29228.png,./datasets/original/C2_TrainDev/trainB/29228.png
./datasets/original/C2_TrainDev/trainA/07882.png,./datasets/original/C2_TrainDev/trainB/07882.png
./datasets/original/C2_TrainDev/trainA/48720.png,./datasets/original/C2_TrainDev/trainB/48720.png
./datasets/original/C2_TrainDev/trainA/34304.png,./datasets/original/C2_TrainDev/trainB/34304.png
./datasets/original/C2_TrainDev/trainA/46765.png,./datasets/original/C2_TrainDev/trainB/46765.png
./datasets/original/C2_TrainDev/trainA/09029.png,./datasets/original/C2_TrainDev/trainB/09029.png
./datasets/original/C2_TrainDev/trainA/47524.png,./datasets/original/C2_TrainDev/trainB/47524.png
./datasets/original/C2_TrainDev/trainA/30860.png,./datasets/original/C2_TrainDev/trainB/30860.png
./datasets/original/C2_TrainDev/trainA/08502.png,./datasets/original/C2_TrainDev/trainB/08502.png
./datasets/original/C2_TrainDev/trainA/02516.png,./datasets/original/C2_TrainDev/trainB/02516.png
./datasets/original/C2_TrainDev/trainA/00173.png,./datasets/original/C2_TrainDev/trainB/00173.png
./datasets/original/C2_TrainDev/trainA/25125.png,./datasets/original/C2_TrainDev/trainB/25125.png
./datasets/original/C2_TrainDev/trainA/25751.png,./datasets/original/C2_TrainDev/trainB/25751.png
./datasets/original/C2_TrainDev/trainA/00460.png,./datasets/original/C2_TrainDev/trainB/00460.png
./datasets/original/C2_TrainDev/trainA/13077.png,./datasets/original/C2_TrainDev/trainB/13077.png
./datasets/original/C2_TrainDev/trainA/00778.png,./datasets/original/C2_TrainDev/trainB/00778.png
./datasets/original/C2_TrainDev/trainA/14531.png,./datasets/original/C2_TrainDev/trainB/14531.png
./datasets/original/C2_TrainDev/trainA/38584.png,./datasets/original/C2_TrainDev/trainB/38584.png
./datasets/original/C2_TrainDev/trainA/33821.png,./datasets/original/C2_TrainDev/trainB/33821.png
./datasets/original/C2_TrainDev/trainA/34278.png,./datasets/original/C2_TrainDev/trainB/34278.png
./datasets/original/C2_TrainDev/trainA/08380.png,./datasets/original/C2_TrainDev/trainB/08380.png
./datasets/original/C2_TrainDev/trainA/09715.png,./datasets/original/C2_TrainDev/trainB/09715.png
./datasets/original/C2_TrainDev/trainA/23409.png,./datasets/original/C2_TrainDev/trainB/23409.png
./datasets/original/C2_TrainDev/trainA/02219.png,./datasets/original/C2_TrainDev/trainB/02219.png
./datasets/original/C2_TrainDev/trainA/41075.png,./datasets/original/C2_TrainDev/trainB/41075.png
./datasets/original/C2_TrainDev/trainA/42724.png,./datasets/original/C2_TrainDev/trainB/42724.png
./datasets/original/C2_TrainDev/trainA/19337.png,./datasets/original/C2_TrainDev/trainB/19337.png
./datasets/original/C2_TrainDev/trainA/21408.png,./datasets/original/C2_TrainDev/trainB/21408.png
./datasets/original/C2_TrainDev/trainA/49537.png,./datasets/original/C2_TrainDev/trainB/49537.png
./datasets/original/C2_TrainDev/trainA/22204.png,./datasets/original/C2_TrainDev/trainB/22204.png
./datasets/original/C2_TrainDev/trainA/10977.png,./datasets/original/C2_TrainDev/trainB/10977.png
./datasets/original/C2_TrainDev/trainA/25739.png,./datasets/original/C2_TrainDev/trainB/25739.png
./datasets/original/C2_TrainDev/trainA/26188.png,./datasets/original/C2_TrainDev/trainB/26188.png
./datasets/original/C2_TrainDev/trainA/40501.png,./datasets/original/C2_TrainDev/trainB/40501.png
./datasets/original/C2_TrainDev/trainA/09287.png,./datasets/original/C2_TrainDev/trainB/09287.png
./datasets/original/C2_TrainDev/trainA/03600.png,./datasets/original/C2_TrainDev/trainB/03600.png
./datasets/original/C2_TrainDev/trainA/21718.png,./datasets/original/C2_TrainDev/trainB/21718.png
./datasets/original/C2_TrainDev/trainA/33724.png,./datasets/original/C2_TrainDev/trainB/33724.png
./datasets/original/C2_TrainDev/trainA/21002.png,./datasets/original/C2_TrainDev/trainB/21002.png
./datasets/original/C2_TrainDev/trainA/15190.png,./datasets/original/C2_TrainDev/trainB/15190.png
./datasets/original/C2_TrainDev/trainA/33169.png,./datasets/original/C2_TrainDev/trainB/33169.png
./datasets/original/C2_TrainDev/trainA/35900.png,./datasets/original/C2_TrainDev/trainB/35900.png
./datasets/original/C2_TrainDev/trainA/32329.png,./datasets/original/C2_TrainDev/trainB/32329.png
./datasets/original/C2_TrainDev/trainA/34309.png,./datasets/original/C2_TrainDev/trainB/34309.png
./datasets/original/C2_TrainDev/trainA/26801.png,./datasets/original/C2_TrainDev/trainB/26801.png
./datasets/original/C2_TrainDev/trainA/34878.png,./datasets/original/C2_TrainDev/trainB/34878.png
./datasets/original/C2_TrainDev/trainA/17076.png,./datasets/original/C2_TrainDev/trainB/17076.png
./datasets/original/C2_TrainDev/trainA/03892.png,./datasets/original/C2_TrainDev/trainB/03892.png
./datasets/original/C2_TrainDev/trainA/36959.png,./datasets/original/C2_TrainDev/trainB/36959.png
./datasets/original/C2_TrainDev/trainA/26116.png,./datasets/original/C2_TrainDev/trainB/26116.png
./datasets/original/C2_TrainDev/trainA/24132.png,./datasets/original/C2_TrainDev/trainB/24132.png
./datasets/original/C2_TrainDev/trainA/41949.png,./datasets/original/C2_TrainDev/trainB/41949.png
./datasets/original/C2_TrainDev/trainA/16429.png,./datasets/original/C2_TrainDev/trainB/16429.png
./datasets/original/C2_TrainDev/trainA/32625.png,./datasets/original/C2_TrainDev/trainB/32625.png
./datasets/original/C2_TrainDev/trainA/28691.png,./datasets/original/C2_TrainDev/trainB/28691.png
./datasets/original/C2_TrainDev/trainA/04696.png,./datasets/original/C2_TrainDev/trainB/04696.png
./datasets/original/C2_TrainDev/trainA/37863.png,./datasets/original/C2_TrainDev/trainB/37863.png
./datasets/original/C2_TrainDev/trainA/11200.png,./datasets/original/C2_TrainDev/trainB/11200.png
./datasets/original/C2_TrainDev/trainA/20222.png,./datasets/original/C2_TrainDev/trainB/20222.png
./datasets/original/C2_TrainDev/trainA/30940.png,./datasets/original/C2_TrainDev/trainB/30940.png
./datasets/original/C2_TrainDev/trainA/00479.png,./datasets/original/C2_TrainDev/trainB/00479.png
./datasets/original/C2_TrainDev/trainA/10852.png,./datasets/original/C2_TrainDev/trainB/10852.png
./datasets/original/C2_TrainDev/trainA/40343.png,./datasets/original/C2_TrainDev/trainB/40343.png
./datasets/original/C2_TrainDev/trainA/47861.png,./datasets/original/C2_TrainDev/trainB/47861.png
./datasets/original/C2_TrainDev/trainA/15360.png,./datasets/original/C2_TrainDev/trainB/15360.png
./datasets/original/C2_TrainDev/trainA/28107.png,./datasets/original/C2_TrainDev/trainB/28107.png
./datasets/original/C2_TrainDev/trainA/37379.png,./datasets/original/C2_TrainDev/trainB/37379.png
./datasets/original/C2_TrainDev/trainA/10729.png,./datasets/original/C2_TrainDev/trainB/10729.png
./datasets/original/C2_TrainDev/trainA/25672.png,./datasets/original/C2_TrainDev/trainB/25672.png
./datasets/original/C2_TrainDev/trainA/19434.png,./datasets/original/C2_TrainDev/trainB/19434.png
./datasets/original/C2_TrainDev/trainA/26637.png,./datasets/original/C2_TrainDev/trainB/26637.png
./datasets/original/C2_TrainDev/trainA/42013.png,./datasets/original/C2_TrainDev/trainB/42013.png
./datasets/original/C2_TrainDev/trainA/26048.png,./datasets/original/C2_TrainDev/trainB/26048.png
./datasets/original/C2_TrainDev/trainA/48922.png,./datasets/original/C2_TrainDev/trainB/48922.png
./datasets/original/C2_TrainDev/trainA/26077.png,./datasets/original/C2_TrainDev/trainB/26077.png
./datasets/original/C2_TrainDev/trainA/22413.png,./datasets/original/C2_TrainDev/trainB/22413.png
./datasets/original/C2_TrainDev/trainA/49917.png,./datasets/original/C2_TrainDev/trainB/49917.png
./datasets/original/C2_TrainDev/trainA/14174.png,./datasets/original/C2_TrainDev/trainB/14174.png
./datasets/original/C2_TrainDev/trainA/20889.png,./datasets/original/C2_TrainDev/trainB/20889.png
./datasets/original/C2_TrainDev/trainA/08507.png,./datasets/original/C2_TrainDev/trainB/08507.png
./datasets/original/C2_TrainDev/trainA/16314.png,./datasets/original/C2_TrainDev/trainB/16314.png
./datasets/original/C2_TrainDev/trainA/02272.png,./datasets/original/C2_TrainDev/trainB/02272.png
./datasets/original/C2_TrainDev/trainA/42099.png,./datasets/original/C2_TrainDev/trainB/42099.png
./datasets/original/C2_TrainDev/trainA/31852.png,./datasets/original/C2_TrainDev/trainB/31852.png
./datasets/original/C2_TrainDev/trainA/47068.png,./datasets/original/C2_TrainDev/trainB/47068.png
./datasets/original/C2_TrainDev/trainA/30820.png,./datasets/original/C2_TrainDev/trainB/30820.png
./datasets/original/C2_TrainDev/trainA/49397.png,./datasets/original/C2_TrainDev/trainB/49397.png
./datasets/original/C2_TrainDev/trainA/02709.png,./datasets/original/C2_TrainDev/trainB/02709.png
./datasets/original/C2_TrainDev/trainA/16482.png,./datasets/original/C2_TrainDev/trainB/16482.png
./datasets/original/C2_TrainDev/trainA/42784.png,./datasets/original/C2_TrainDev/trainB/42784.png
./datasets/original/C2_TrainDev/trainA/02723.png,./datasets/original/C2_TrainDev/trainB/02723.png
./datasets/original/C2_TrainDev/trainA/02236.png,./datasets/original/C2_TrainDev/trainB/02236.png
./datasets/original/C2_TrainDev/trainA/04414.png,./datasets/original/C2_TrainDev/trainB/04414.png
./datasets/original/C2_TrainDev/trainA/37317.png,./datasets/original/C2_TrainDev/trainB/37317.png
./datasets/original/C2_TrainDev/trainA/24762.png,./datasets/original/C2_TrainDev/trainB/24762.png
./datasets/original/C2_TrainDev/trainA/22471.png,./datasets/original/C2_TrainDev/trainB/22471.png
./datasets/original/C2_TrainDev/trainA/40464.png,./datasets/original/C2_TrainDev/trainB/40464.png
./datasets/original/C2_TrainDev/trainA/06843.png,./datasets/original/C2_TrainDev/trainB/06843.png
./datasets/original/C2_TrainDev/trainA/10243.png,./datasets/original/C2_TrainDev/trainB/10243.png
./datasets/original/C2_TrainDev/trainA/15723.png,./datasets/original/C2_TrainDev/trainB/15723.png
./datasets/original/C2_TrainDev/trainA/36918.png,./datasets/original/C2_TrainDev/trainB/36918.png
./datasets/original/C2_TrainDev/trainA/34521.png,./datasets/original/C2_TrainDev/trainB/34521.png
./datasets/original/C2_TrainDev/trainA/21850.png,./datasets/original/C2_TrainDev/trainB/21850.png
./datasets/original/C2_TrainDev/trainA/15733.png,./datasets/original/C2_TrainDev/trainB/15733.png
./datasets/original/C2_TrainDev/trainA/41047.png,./datasets/original/C2_TrainDev/trainB/41047.png
./datasets/original/C2_TrainDev/trainA/06577.png,./datasets/original/C2_TrainDev/trainB/06577.png
./datasets/original/C2_TrainDev/trainA/09919.png,./datasets/original/C2_TrainDev/trainB/09919.png
./datasets/original/C2_TrainDev/trainA/45352.png,./datasets/original/C2_TrainDev/trainB/45352.png
./datasets/original/C2_TrainDev/trainA/37368.png,./datasets/original/C2_TrainDev/trainB/37368.png
./datasets/original/C2_TrainDev/trainA/11547.png,./datasets/original/C2_TrainDev/trainB/11547.png
./datasets/original/C2_TrainDev/trainA/30363.png,./datasets/original/C2_TrainDev/trainB/30363.png
./datasets/original/C2_TrainDev/trainA/25815.png,./datasets/original/C2_TrainDev/trainB/25815.png
./datasets/original/C2_TrainDev/trainA/46519.png,./datasets/original/C2_TrainDev/trainB/46519.png
./datasets/original/C2_TrainDev/trainA/35619.png,./datasets/original/C2_TrainDev/trainB/35619.png
./datasets/original/C2_TrainDev/trainA/49919.png,./datasets/original/C2_TrainDev/trainB/49919.png
./datasets/original/C2_TrainDev/trainA/11873.png,./datasets/original/C2_TrainDev/trainB/11873.png
./datasets/original/C2_TrainDev/trainA/19335.png,./datasets/original/C2_TrainDev/trainB/19335.png
./datasets/original/C2_TrainDev/trainA/34018.png,./datasets/original/C2_TrainDev/trainB/34018.png
./datasets/original/C2_TrainDev/trainA/40105.png,./datasets/original/C2_TrainDev/trainB/40105.png
./datasets/original/C2_TrainDev/trainA/07347.png,./datasets/original/C2_TrainDev/trainB/07347.png
./datasets/original/C2_TrainDev/trainA/34285.png,./datasets/original/C2_TrainDev/trainB/34285.png
./datasets/original/C2_TrainDev/trainA/39394.png,./datasets/original/C2_TrainDev/trainB/39394.png
./datasets/original/C2_TrainDev/trainA/11387.png,./datasets/original/C2_TrainDev/trainB/11387.png
./datasets/original/C2_TrainDev/trainA/32614.png,./datasets/original/C2_TrainDev/trainB/32614.png
./datasets/original/C2_TrainDev/trainA/19716.png,./datasets/original/C2_TrainDev/trainB/19716.png
./datasets/original/C2_TrainDev/trainA/26953.png,./datasets/original/C2_TrainDev/trainB/26953.png
./datasets/original/C2_TrainDev/trainA/02131.png,./datasets/original/C2_TrainDev/trainB/02131.png
./datasets/original/C2_TrainDev/trainA/04523.png,./datasets/original/C2_TrainDev/trainB/04523.png
./datasets/original/C2_TrainDev/trainA/32403.png,./datasets/original/C2_TrainDev/trainB/32403.png
./datasets/original/C2_TrainDev/trainA/15462.png,./datasets/original/C2_TrainDev/trainB/15462.png
./datasets/original/C2_TrainDev/trainA/45677.png,./datasets/original/C2_TrainDev/trainB/45677.png
./datasets/original/C2_TrainDev/trainA/16120.png,./datasets/original/C2_TrainDev/trainB/16120.png
./datasets/original/C2_TrainDev/trainA/05160.png,./datasets/original/C2_TrainDev/trainB/05160.png
./datasets/original/C2_TrainDev/trainA/22295.png,./datasets/original/C2_TrainDev/trainB/22295.png
./datasets/original/C2_TrainDev/trainA/14764.png,./datasets/original/C2_TrainDev/trainB/14764.png
./datasets/original/C2_TrainDev/trainA/22213.png,./datasets/original/C2_TrainDev/trainB/22213.png
./datasets/original/C2_TrainDev/trainA/00870.png,./datasets/original/C2_TrainDev/trainB/00870.png
./datasets/original/C2_TrainDev/trainA/15474.png,./datasets/original/C2_TrainDev/trainB/15474.png
./datasets/original/C2_TrainDev/trainA/24658.png,./datasets/original/C2_TrainDev/trainB/24658.png
./datasets/original/C2_TrainDev/trainA/13508.png,./datasets/original/C2_TrainDev/trainB/13508.png
./datasets/original/C2_TrainDev/trainA/36593.png,./datasets/original/C2_TrainDev/trainB/36593.png
./datasets/original/C2_TrainDev/trainA/20280.png,./datasets/original/C2_TrainDev/trainB/20280.png
./datasets/original/C2_TrainDev/trainA/26017.png,./datasets/original/C2_TrainDev/trainB/26017.png
./datasets/original/C2_TrainDev/trainA/10376.png,./datasets/original/C2_TrainDev/trainB/10376.png
./datasets/original/C2_TrainDev/trainA/25064.png,./datasets/original/C2_TrainDev/trainB/25064.png
./datasets/original/C2_TrainDev/trainA/08308.png,./datasets/original/C2_TrainDev/trainB/08308.png
./datasets/original/C2_TrainDev/trainA/09722.png,./datasets/original/C2_TrainDev/trainB/09722.png
./datasets/original/C2_TrainDev/trainA/06793.png,./datasets/original/C2_TrainDev/trainB/06793.png
./datasets/original/C2_TrainDev/trainA/49542.png,./datasets/original/C2_TrainDev/trainB/49542.png
./datasets/original/C2_TrainDev/trainA/21364.png,./datasets/original/C2_TrainDev/trainB/21364.png
./datasets/original/C2_TrainDev/trainA/25014.png,./datasets/original/C2_TrainDev/trainB/25014.png
./datasets/original/C2_TrainDev/trainA/35215.png,./datasets/original/C2_TrainDev/trainB/35215.png
./datasets/original/C2_TrainDev/trainA/16832.png,./datasets/original/C2_TrainDev/trainB/16832.png
./datasets/original/C2_TrainDev/trainA/45597.png,./datasets/original/C2_TrainDev/trainB/45597.png
./datasets/original/C2_TrainDev/trainA/17320.png,./datasets/original/C2_TrainDev/trainB/17320.png
./datasets/original/C2_TrainDev/trainA/39147.png,./datasets/original/C2_TrainDev/trainB/39147.png
./datasets/original/C2_TrainDev/trainA/01292.png,./datasets/original/C2_TrainDev/trainB/01292.png
./datasets/original/C2_TrainDev/trainA/03844.png,./datasets/original/C2_TrainDev/trainB/03844.png
./datasets/original/C2_TrainDev/trainA/26909.png,./datasets/original/C2_TrainDev/trainB/26909.png
./datasets/original/C2_TrainDev/trainA/02987.png,./datasets/original/C2_TrainDev/trainB/02987.png
./datasets/original/C2_TrainDev/trainA/06588.png,./datasets/original/C2_TrainDev/trainB/06588.png
./datasets/original/C2_TrainDev/trainA/10776.png,./datasets/original/C2_TrainDev/trainB/10776.png
./datasets/original/C2_TrainDev/trainA/22624.png,./datasets/original/C2_TrainDev/trainB/22624.png
./datasets/original/C2_TrainDev/trainA/33705.png,./datasets/original/C2_TrainDev/trainB/33705.png
./datasets/original/C2_TrainDev/trainA/49248.png,./datasets/original/C2_TrainDev/trainB/49248.png
./datasets/original/C2_TrainDev/trainA/22151.png,./datasets/original/C2_TrainDev/trainB/22151.png
./datasets/original/C2_TrainDev/trainA/41507.png,./datasets/original/C2_TrainDev/trainB/41507.png
./datasets/original/C2_TrainDev/trainA/25145.png,./datasets/original/C2_TrainDev/trainB/25145.png
./datasets/original/C2_TrainDev/trainA/06377.png,./datasets/original/C2_TrainDev/trainB/06377.png
./datasets/original/C2_TrainDev/trainA/15373.png,./datasets/original/C2_TrainDev/trainB/15373.png
./datasets/original/C2_TrainDev/trainA/35311.png,./datasets/original/C2_TrainDev/trainB/35311.png
./datasets/original/C2_TrainDev/trainA/13090.png,./datasets/original/C2_TrainDev/trainB/13090.png
./datasets/original/C2_TrainDev/trainA/13194.png,./datasets/original/C2_TrainDev/trainB/13194.png
./datasets/original/C2_TrainDev/trainA/25091.png,./datasets/original/C2_TrainDev/trainB/25091.png
./datasets/original/C2_TrainDev/trainA/20510.png,./datasets/original/C2_TrainDev/trainB/20510.png
./datasets/original/C2_TrainDev/trainA/02093.png,./datasets/original/C2_TrainDev/trainB/02093.png
./datasets/original/C2_TrainDev/trainA/18379.png,./datasets/original/C2_TrainDev/trainB/18379.png
./datasets/original/C2_TrainDev/trainA/48877.png,./datasets/original/C2_TrainDev/trainB/48877.png
./datasets/original/C2_TrainDev/trainA/16200.png,./datasets/original/C2_TrainDev/trainB/16200.png
./datasets/original/C2_TrainDev/trainA/39666.png,./datasets/original/C2_TrainDev/trainB/39666.png
./datasets/original/C2_TrainDev/trainA/09878.png,./datasets/original/C2_TrainDev/trainB/09878.png
./datasets/original/C2_TrainDev/trainA/38691.png,./datasets/original/C2_TrainDev/trainB/38691.png
./datasets/original/C2_TrainDev/trainA/01901.png,./datasets/original/C2_TrainDev/trainB/01901.png
./datasets/original/C2_TrainDev/trainA/45262.png,./datasets/original/C2_TrainDev/trainB/45262.png
